"user_text","user_audio","assistant_text","asr_text"
"Play Rihanna's Stairway to Heaven","00527.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Rihanna's Stairway to Heaven","00528.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanna</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Billie Holiday's Blue in Green","00529.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Billie Holiday's Blue in Green","00530.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Holiday</artist><title>Blue and Green</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Blue in Green performed by Bad Bunny","00531.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Blue in Green performed by Bad Bunny","00532.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bad Bunny</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Despacito performed by Ella Fitzgerald","00533.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Despacito</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Eleftherios Gerald</artist><title>Dis vasito</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Despacito performed by Ella Fitzgerald","00534.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Despacito</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Lelfits Gerald</artist><title>Cha-cha</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Sweet Child O' Mine performed by Billie Holiday","00535.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title>Sweet Child O' Mine</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Holiday</artist><title>Chair</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Sweet Child O' Mine performed by Billie Holiday","00536.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title>Sweet Child O' Mine</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Holiday</artist><title>Chair</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Run 'Nocturne Op. 9 No. 2' by Radiohead","00537.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Radiohead</artist><title>Nocturne Op. 9 No. 2</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Radiohead</artist><title>Run Nocturnal</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Run 'Nocturne Op. 9 No. 2' by Radiohead","00538.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Radiohead</artist><title>Nocturne Op. 9 No. 2</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_stop</name><arguments></arguments></tool_call><end_of_turn>"
"Play Bruno Mars's Bohemian Rhapsody","00539.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mars</artist><title>Bohemian Rhapsody</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mosis</artist><title>Bohemian Rhapsody</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Bruno Mars's Bohemian Rhapsody","00540.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mars</artist><title>Bohemian Rhapsody</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mars</artist><title>Bohemian Rhapsody</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Stairway to Heaven from Nirvana","00541.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Stairway to Heaven from Nirvana","00542.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Stairway to Heaven</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Wolfgang Amadeus Mozart's Fly Me to the Moon","00543.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title>Fly Me to the Moon</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title>Fly Me to the Moon</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Wolfgang Amadeus Mozart's Fly Me to the Moon","00544.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title>Fly Me to the Moon</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title>Fly Me to the Moon</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Happy from Billie Holiday","00545.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Holiday</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Happy from Billie Holiday","00546.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Holiday</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Holiday</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Johann Sebastian Bach's Ride of the Valkyries","00547.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Yohann Sebastian Bach</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Johann Sebastian Bach's Ride of the Valkyries","00548.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Johann Sebastian Bach</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Sebastian Bach</artist><title>Ride</title><genre></genre><album>Of the Valkyries</album></arguments></tool_call><end_of_turn>"
"Play Coldplay's Halo","00549.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Coldplay's Halo","00550.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>COLD</artist><title>Halo</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play John Legend's Uptown Funk","00551.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title>Uptown Funk</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>JOHN</artist><title>JUNG LEGENDS</title><genre>Uptown Funk</genre><album></album></arguments></tool_call><end_of_turn>"
"Play John Legend's Uptown Funk","00552.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title>Uptown Funk</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legends</artist><title>Uptown Funk</title><genre>Funk</genre><album></album></arguments></tool_call><end_of_turn>"
"Play John Legend's Uptown Funk","00553.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title>Uptown Funk</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>Uptown Funk</genre><album>Legends</album></arguments></tool_call><end_of_turn>"
"Play John Legend's Uptown Funk","00554.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legend</artist><title>Uptown Funk</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Legends</artist><title>Uptown Funk</title><genre>Funk</genre><album></album></arguments></tool_call><end_of_turn>"
"Turn on 'Piano Man' by Ella Fitzgerald","00555.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Piano Man</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Lela FitzGerald</artist><title>Piano Man</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Turn on 'Piano Man' by Ella Fitzgerald","00556.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Piano Man</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Elefits Gerald</artist><title>Piano Man</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Happy performed by Daft Punk","00557.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Happy performed by Daft Punk","00558.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title>Happy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Daft Punk</artist><title>Happy</title><genre>Electronic</genre><album></album></arguments></tool_call><end_of_turn>"
"Start Moon River performed by Ella Fitzgerald","00559.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Moon River</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>L.F. Fitz Gerald</artist><title>Moon River</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Moon River performed by Ella Fitzgerald","00560.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Moon River</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ella Fitzgerald</artist><title>Moon River</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play 'Ride of the Valkyries' by Kendrick Lamar","00561.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Can you play 'Ride of the Valkyries' by Kendrick Lamar","00562.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Ride of the Valkyries</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Summertime from Billie Eilish","00563.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Eilish</artist><title>Summertime</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Eilish</artist><title>Sometime</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Summertime from Billie Eilish","00564.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Billie Eilish</artist><title>Summertime</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Billy Eilish</artist><title>Summertime</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play 'Bad Guy' by Coldplay","00565.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Bad Guy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Bad Guy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play 'Bad Guy' by Coldplay","00566.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Bad Guy</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Coldplay</artist><title>Bad Guy</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Ricchi e Povery's Blue in Green","00567.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ricchi e Povery</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ritchie</artist><title>Pobres</title><genre>Blue</genre><album>Green</album></arguments></tool_call><end_of_turn>"
"Play Ricchi e Povery's Blue in Green","00568.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ricchi e Povery</artist><title>Blue in Green</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rihanno</artist><title>Blue</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Despacito from Travis Scott","00569.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Travis Scott</artist><title>Despacito</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Travis Scott</artist><title>Disizto</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Despacito from Travis Scott","00570.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Travis Scott</artist><title>Despacito</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Travis Scott</artist><title>Despacito</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Play Ricchi e Povery's Dance Monkey","00571.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ricchi e Povery</artist><title>Dance Monkey</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rikshi</artist><title>I Poveris Dance</title><genre>Monkey</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Ricchi e Povery's Dance Monkey","00572.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ricchi e Povery</artist><title>Dance Monkey</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Rikie</artist><title>Poverty is Dance</title><genre>Monkey</genre><album></album></arguments></tool_call><end_of_turn>"
"Start Smells Like Teen Spirit performed by Imagine Dragons","00573.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Imagine Dragons</artist><title>Smells Like Teen Spirit</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Imagine Dragons</artist><title>Cotton Eye Joe</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Smells Like Teen Spirit performed by Imagine Dragons","00574.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Imagine Dragons</artist><title>Smells Like Teen Spirit</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Imagine Dragons</artist><title>Closer</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Begin 'Watermelon Sugar' by Kendrick Lamar","00575.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Watermelon Sugar</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Sugar</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Begin 'Watermelon Sugar' by Kendrick Lamar","00576.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Watermelon Sugar</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Kendrick Lamar</artist><title>Watermelon Sugar</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Levitating from Louis Armstrong","00577.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Louis Armstrong</artist><title>Levitating</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>LUI ARMSTRONG</artist><title>Levitating</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Levitating from Louis Armstrong","00578.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Louis Armstrong</artist><title>Levitating</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Louis Armstrong</artist><title>Levitating</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Symphony No. 5 from Nirvana","00579.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Symphony No. 5</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Symphony No. 9</title><genre>Symphony</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Symphony No. 5 from Nirvana","00580.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Symphony No. 5</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Nocturne</title><genre>Symphony</genre><album></album></arguments></tool_call><end_of_turn>"
"Start Clair de Lune performed by Drake","00581.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>Clair de Lune</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>Clared to Lune</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Start Clair de Lune performed by Drake","00582.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>Clair de Lune</title><genre></genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>Clair de Lune</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Turn on trip hop music by Ludwig van Beethoven","00583.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ludwig van Beethoven</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ludwig van Beethoven</artist><title>Trip</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Turn on trip hop music by Ludwig van Beethoven","00584.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Ludwig van Beethoven</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Ludwig van Beethoven</artist><title>Chair</title><genre>Hip Hop</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Wolfgang Amadeus Mozart in the bebop style","00585.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title></title><genre>bebop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title>Rondo</title><genre>Bebop</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Wolfgang Amadeus Mozart in the bebop style","00586.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title></title><genre>bebop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Wolfgang Amadeus Mozart</artist><title>Smotsar</title><genre>B-flat</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Drake in the soul style","00587.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title></title><genre>soul</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>The Soul</title><genre>Soul</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Drake in the soul style","00588.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title></title><genre>soul</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Drake</artist><title>The Soul</title><genre>Soul</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Post Malone in the flamenco style","00589.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre>flamenco</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>FLAMENCO</genre><album>MALON</album></arguments></tool_call><end_of_turn>"
"Play Post Malone in the flamenco style","00590.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Post Malone</artist><title></title><genre>flamenco</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>ARTIST</artist><title>TITLE</title><genre>FLAMENCO</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Hans Zimmer in the punk style","00591.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre>punk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>The Punk Style</title><genre>Punk</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Hans Zimmer in the punk style","00592.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title></title><genre>punk</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Hans Zimmer</artist><title>Simmer</title><genre>Punk</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to listen to bossa nova music by Duke Ellington","00593.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre>bossa nova</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre>Bossa Nova</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to listen to bossa nova music by Duke Ellington","00594.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title></title><genre>bossa nova</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Duke Ellington</artist><title>Bossa Nova</title><genre>Bossa Nova</genre><album></album></arguments></tool_call><end_of_turn>"
"Please play trip hop music by Bruno Mars","00595.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mars</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mars</artist><title>Trip</title><genre></genre><album></album></arguments></tool_call><end_of_turn>"
"Please play trip hop music by Bruno Mars","00596.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mars</artist><title></title><genre>trip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Bruno Mars</artist><title>Shallow</title><genre>Pop</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Nirvana in the house style","00597.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title></title><genre>house</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Rage</title><genre>House</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Nirvana in the house style","00598.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title></title><genre>house</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>RA</artist><title>Nirvana</title><genre>House</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Frederic Chopin doing fusion","00599.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title></title><genre>fusion</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederick Chopin</artist><title>Fusion</title><genre>Fusion</genre><album>Mantearme soledad</album></arguments></tool_call><end_of_turn>"
"I want to hear Frederic Chopin doing fusion","00600.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederic Chopin</artist><title></title><genre>fusion</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Frederick Chopin</artist><title>Fusion</title><genre>Fusion</genre><album></album></arguments></tool_call><end_of_turn>"
"Play John Williams in the bossa nova style","00601.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title></title><genre>bossa nova</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title>Impromptu</title><genre>Classical</genre><album></album></arguments></tool_call><end_of_turn>"
"Play John Williams in the bossa nova style","00602.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title></title><genre>bossa nova</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>John Williams</artist><title>Round about midnight</title><genre>Bossa Nova</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Pyotr Ilyich Tchaikovsky doing hip hop","00603.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pyotr Ilyich Tchaikovsky</artist><title></title><genre>hip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Tchaikovsky</artist><title>Elich</title><genre>Hip Pops</genre><album></album></arguments></tool_call><end_of_turn>"
"I want to hear Pyotr Ilyich Tchaikovsky doing hip hop","00604.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Pyotr Ilyich Tchaikovsky</artist><title></title><genre>hip hop</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Piotr Ilyich Tchaikovsky</artist><title>Doing Hip-Hop</title><genre>Hip-Hop</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Nirvana in the bossa nova style","00605.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title></title><genre>bossa nova</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Rape</title><genre>Bossa Nova</genre><album></album></arguments></tool_call><end_of_turn>"
"Play Nirvana in the bossa nova style","00606.wav","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title></title><genre>bossa nova</genre><album></album></arguments></tool_call>","<tool_call><name>audioplay.play_request</name><arguments><artist>Nirvana</artist><title>Rape</title><genre>Bossa</genre><album>Nova Style</album></arguments></tool_call><end_of_turn>"
