{'loss': 11.6999, 'grad_norm': 2830930.75, 'learning_rate': 0.0, 'epoch': 0.01}                                                                                              
{'loss': 0.1544, 'grad_norm': 0.5021161437034607, 'learning_rate': 2.909090909090909e-05, 'epoch': 3.49}                                                                     
{'loss': 0.1613, 'grad_norm': 0.7938888669013977, 'learning_rate': 2.868686868686869e-05, 'epoch': 3.5}                                                                      
{'loss': 0.1631, 'grad_norm': 1.072823166847229, 'learning_rate': 2.8282828282828282e-05, 'epoch': 3.51}                                                                     
{'loss': 0.1633, 'grad_norm': 0.7825098037719727, 'learning_rate': 2.7878787878787883e-05, 'epoch': 3.51}                                                                    
{'loss': 0.1448, 'grad_norm': 0.8018094301223755, 'learning_rate': 2.7474747474747474e-05, 'epoch': 3.52}                                                                    
{'loss': 0.1438, 'grad_norm': 0.9060326218605042, 'learning_rate': 2.7070707070707075e-05, 'epoch': 3.53}                                                                    
{'loss': 0.1471, 'grad_norm': 0.8565680980682373, 'learning_rate': 2.6666666666666667e-05, 'epoch': 3.54}                                                                    
{'loss': 0.1568, 'grad_norm': 0.6809988021850586, 'learning_rate': 2.6262626262626268e-05, 'epoch': 3.55}                                                                    
{'loss': 0.1437, 'grad_norm': 0.680509090423584, 'learning_rate': 2.585858585858586e-05, 'epoch': 3.56}                                                                      
{'loss': 0.1509, 'grad_norm': 0.6483854055404663, 'learning_rate': 2.5454545454545454e-05, 'epoch': 3.56}                                                                    
{'loss': 0.1436, 'grad_norm': 0.7360547184944153, 'learning_rate': 2.505050505050505e-05, 'epoch': 3.57}                                                                     
{'loss': 0.144, 'grad_norm': 0.6034437417984009, 'learning_rate': 2.464646464646465e-05, 'epoch': 3.58}                                                                      
{'loss': 0.159, 'grad_norm': 0.6728096008300781, 'learning_rate': 2.4242424242424244e-05, 'epoch': 3.59}                                                                     
{'loss': 0.153, 'grad_norm': 1.1381220817565918, 'learning_rate': 2.3838383838383842e-05, 'epoch': 3.6}                                                                      
{'loss': 0.156, 'grad_norm': 0.6998341083526611, 'learning_rate': 2.3434343434343436e-05, 'epoch': 3.6}                                                                      
{'loss': 0.137, 'grad_norm': 0.9618331789970398, 'learning_rate': 2.3030303030303034e-05, 'epoch': 3.61}                                                                     
{'loss': 0.1319, 'grad_norm': 0.8433753848075867, 'learning_rate': 2.262626262626263e-05, 'epoch': 3.62}                                                                     
{'loss': 0.1422, 'grad_norm': 0.6355034708976746, 'learning_rate': 2.2222222222222223e-05, 'epoch': 3.63}                                                                    
{'loss': 0.1414, 'grad_norm': 0.7503329515457153, 'learning_rate': 2.1818181818181818e-05, 'epoch': 3.64}                                                                    
{'loss': 0.156, 'grad_norm': 0.9843019247055054, 'learning_rate': 2.1414141414141416e-05, 'epoch': 3.64}                                                                     
{'loss': 0.1358, 'grad_norm': 1.5501160621643066, 'learning_rate': 2.101010101010101e-05, 'epoch': 3.65}                                                                     
{'loss': 0.1612, 'grad_norm': 1.1657178401947021, 'learning_rate': 2.0606060606060608e-05, 'epoch': 3.66}                                                                    
{'loss': 0.1433, 'grad_norm': 0.812404990196228, 'learning_rate': 2.0202020202020203e-05, 'epoch': 3.67}                                                                     
{'loss': 0.1559, 'grad_norm': 1.0373027324676514, 'learning_rate': 1.9797979797979797e-05, 'epoch': 3.68}                                                                    
{'loss': 0.1312, 'grad_norm': 0.5744706392288208, 'learning_rate': 1.9393939393939395e-05, 'epoch': 3.69}                                                                    
{'loss': 0.1645, 'grad_norm': 0.7408028244972229, 'learning_rate': 1.898989898989899e-05, 'epoch': 3.69}                                                                     
{'loss': 0.1596, 'grad_norm': 0.839984118938446, 'learning_rate': 1.8585858585858588e-05, 'epoch': 3.7}                                                                      
{'loss': 0.1555, 'grad_norm': 0.8374298810958862, 'learning_rate': 1.8181818181818182e-05, 'epoch': 3.71}                                                                    
{'loss': 0.1676, 'grad_norm': 0.7189227938652039, 'learning_rate': 1.777777777777778e-05, 'epoch': 3.72}                                                                     
{'loss': 0.1427, 'grad_norm': 1.1013615131378174, 'learning_rate': 1.7373737373737375e-05, 'epoch': 3.73}                                                                    
{'loss': 0.1475, 'grad_norm': 0.5930001139640808, 'learning_rate': 1.6969696969696972e-05, 'epoch': 3.73}                                                                    
{'loss': 0.1562, 'grad_norm': 0.6637884974479675, 'learning_rate': 1.6565656565656567e-05, 'epoch': 3.74}                                                                    
{'loss': 0.159, 'grad_norm': 0.6990009546279907, 'learning_rate': 1.6161616161616165e-05, 'epoch': 3.75}                                                                     
{'loss': 0.1475, 'grad_norm': 0.6551759243011475, 'learning_rate': 1.5757575757575756e-05, 'epoch': 3.76}                                                                    
{'loss': 0.1325, 'grad_norm': 0.5547276735305786, 'learning_rate': 1.5353535353535354e-05, 'epoch': 3.77}                                                                    
{'loss': 0.1439, 'grad_norm': 0.5471236705780029, 'learning_rate': 1.494949494949495e-05, 'epoch': 3.78}                                                                     
{'loss': 0.1368, 'grad_norm': 0.5790007710456848, 'learning_rate': 1.4545454545454545e-05, 'epoch': 3.78}                                                                    
{'loss': 0.1639, 'grad_norm': 1.0590894222259521, 'learning_rate': 1.4141414141414141e-05, 'epoch': 3.79}                                                                    
{'loss': 0.1556, 'grad_norm': 0.6347553730010986, 'learning_rate': 1.3737373737373737e-05, 'epoch': 3.8}                                                                     
{'loss': 0.1507, 'grad_norm': 0.6090455055236816, 'learning_rate': 1.3333333333333333e-05, 'epoch': 3.81}                                                                    
{'loss': 0.1344, 'grad_norm': 0.5939652323722839, 'learning_rate': 1.292929292929293e-05, 'epoch': 3.82}                                                                     
{'loss': 0.1481, 'grad_norm': 0.9787930250167847, 'learning_rate': 1.2525252525252526e-05, 'epoch': 3.82}                                                                    
{'loss': 0.132, 'grad_norm': 0.6162247657775879, 'learning_rate': 1.2121212121212122e-05, 'epoch': 3.83}                                                                     
{'loss': 0.1316, 'grad_norm': 0.5382311940193176, 'learning_rate': 1.1717171717171718e-05, 'epoch': 3.84}                                                                    
{'loss': 0.2061, 'grad_norm': 1.1810535192489624, 'learning_rate': 1.1313131313131314e-05, 'epoch': 3.85}                                                                    
{'loss': 0.1573, 'grad_norm': 0.6177752614021301, 'learning_rate': 1.0909090909090909e-05, 'epoch': 3.86}                                                                    
{'loss': 0.1445, 'grad_norm': 0.6079047918319702, 'learning_rate': 1.0505050505050505e-05, 'epoch': 3.87}                                                                    
{'loss': 0.1418, 'grad_norm': 0.8970267176628113, 'learning_rate': 1.0101010101010101e-05, 'epoch': 3.87}                                                                    
{'loss': 0.1415, 'grad_norm': 0.8285512924194336, 'learning_rate': 9.696969696969698e-06, 'epoch': 3.88}                                                                     
{'loss': 0.1381, 'grad_norm': 0.6079867482185364, 'learning_rate': 9.292929292929294e-06, 'epoch': 3.89}                                                                     
{'loss': 0.1512, 'grad_norm': 0.8488849997520447, 'learning_rate': 8.88888888888889e-06, 'epoch': 3.9}                                                                       
{'loss': 0.1612, 'grad_norm': 0.6443470120429993, 'learning_rate': 8.484848484848486e-06, 'epoch': 3.91}                                                                     
{'loss': 0.1422, 'grad_norm': 0.8902028799057007, 'learning_rate': 8.080808080808082e-06, 'epoch': 3.91}                                                                     
{'loss': 0.1498, 'grad_norm': 0.817183256149292, 'learning_rate': 7.676767676767677e-06, 'epoch': 3.92}                                                                      
{'loss': 0.129, 'grad_norm': 0.6209314465522766, 'learning_rate': 7.272727272727272e-06, 'epoch': 3.93}                                                                      
{'loss': 0.163, 'grad_norm': 0.9020072817802429, 'learning_rate': 6.8686868686868685e-06, 'epoch': 3.94}                                                                     
{'loss': 0.1801, 'grad_norm': 0.8796176910400391, 'learning_rate': 6.464646464646465e-06, 'epoch': 3.95}                                                                     
{'loss': 0.1585, 'grad_norm': 0.7013718485832214, 'learning_rate': 6.060606060606061e-06, 'epoch': 3.96}                                                                     
{'loss': 0.135, 'grad_norm': 0.6408613324165344, 'learning_rate': 5.656565656565657e-06, 'epoch': 3.96}                                                                      
{'loss': 0.1595, 'grad_norm': 0.8608262538909912, 'learning_rate': 5.2525252525252526e-06, 'epoch': 3.97}                                                                    
{'loss': 0.1446, 'grad_norm': 0.6974416375160217, 'learning_rate': 4.848484848484849e-06, 'epoch': 3.98}                                                                     
{'loss': 0.1442, 'grad_norm': 0.8893861770629883, 'learning_rate': 4.444444444444445e-06, 'epoch': 3.99}                                                                     
{'loss': 0.1491, 'grad_norm': 0.6854263544082642, 'learning_rate': 4.040404040404041e-06, 'epoch': 4.0}                                                                      
{'loss': 0.2048, 'grad_norm': 1.722938895225525, 'learning_rate': 3.636363636363636e-06, 'epoch': 4.0}                                                                       
{'loss': 0.1225, 'grad_norm': 0.5512276291847229, 'learning_rate': 3.2323232323232324e-06, 'epoch': 4.01}                                                                    
{'loss': 0.1415, 'grad_norm': 0.7601138949394226, 'learning_rate': 2.8282828282828286e-06, 'epoch': 4.02}                                                                    
{'loss': 0.1232, 'grad_norm': 0.5346426367759705, 'learning_rate': 2.4242424242424244e-06, 'epoch': 4.02}                                                                    
{'loss': 0.1349, 'grad_norm': 0.5567353963851929, 'learning_rate': 2.0202020202020206e-06, 'epoch': 4.03}                                                                    
{'loss': 0.1456, 'grad_norm': 0.5281608700752258, 'learning_rate': 1.6161616161616162e-06, 'epoch': 4.04}                                                                    
{'loss': 0.1306, 'grad_norm': 0.665374219417572, 'learning_rate': 1.2121212121212122e-06, 'epoch': 4.05}                                                                     
{'loss': 0.1492, 'grad_norm': 0.6597062945365906, 'learning_rate': 8.080808080808081e-07, 'epoch': 4.06}                                                                     
{'loss': 0.1465, 'grad_norm': 0.6148718595504761, 'learning_rate': 4.0404040404040405e-07, 'epoch': 4.07}
